A,B,C,AVSC,cos-zenith
1229.26,0.141424,0.0572402,1.03166,0.320454
1229.26,0.141424,0.0572402,1.03166,0.413028
1229.26,0.141424,0.0572402,1.03166,0.461713
1229.26,0.141424,0.0572402,1.03166,0.463192
1229.26,0.141424,0.0572402,1.03166,0.417362
1229.26,0.141424,0.0572402,1.03166,0.327348
1229.26,0.141424,0.0572402,1.03166,0.199283
1229.26,0.141424,0.0572402,1.03166,0.0418958
1229.26,0.141424,0.0572402,1.03166,-0.134089
1229.26,0.141424,0.0572402,1.03166,-0.316678
1229.26,0.141424,0.0572402,1.03166,-0.493427
1229.26,0.141424,0.0572402,1.03166,-0.652293
1229.26,0.141424,0.0572402,1.03166,-0.782448
1229.26,0.141424,0.0572402,1.03166,-0.875023
1229.26,0.141424,0.0572402,1.03166,-0.923708
1228.97,0.141458,0.0573104,1.03147,-0.923901
1228.97,0.141458,0.0573104,1.03147,-0.878235
1228.97,0.141458,0.0573104,1.03147,-0.7883
1228.97,0.141458,0.0573104,1.03147,-0.660225
1228.97,0.141458,0.0573104,1.03147,-0.502738
1228.97,0.141458,0.0573104,1.03147,-0.326572
1228.97,0.141458,0.0573104,1.03147,-0.143732
1228.97,0.141458,0.0573104,1.03147,0.033321
1228.97,0.141458,0.0573104,1.03147,0.192522
1228.97,0.141458,0.0573104,1.03147,0.323022
1228.97,0.141458,0.0573104,1.03147,0.415927
1228.97,0.141458,0.0573104,1.03147,0.464905
1228.97,0.141458,0.0573104,1.03147,0.46662
1228.97,0.141458,0.0573104,1.03147,0.420953
1228.97,0.141458,0.0573104,1.03147,0.331018
1228.97,0.141458,0.0573104,1.03147,0.202943
1228.97,0.141458,0.0573104,1.03147,0.0454568
1228.97,0.141458,0.0573104,1.03147,-0.130709
1228.97,0.141458,0.0573104,1.03147,-0.313549
1228.97,0.141458,0.0573104,1.03147,-0.490602
1228.97,0.141458,0.0573104,1.03147,-0.649804
1228.97,0.141458,0.0573104,1.03147,-0.780303
1228.97,0.141458,0.0573104,1.03147,-0.873208
1228.97,0.141458,0.0573104,1.03147,-0.922186
1228.68,0.141493,0.0573833,1.03127,-0.922556
1228.68,0.141493,0.0573833,1.03127,-0.877044
1228.68,0.141493,0.0573833,1.03127,-0.787178
1228.68,0.141493,0.0573833,1.03127,-0.659083
1228.68,0.141493,0.0573833,1.03127,-0.501489
1228.68,0.141493,0.0573833,1.03127,-0.325135
