solar_para,1182.9,0.156526,0.0713373,1.00639,0.695247
solar_para,1182.9,0.156526,0.0713373,1.00639,0.744158
solar_para,1182.9,0.156526,0.0713373,1.00639,0.742636
solar_para,1182.9,0.156526,0.0713373,1.00639,0.690783
solar_para,1182.9,0.156526,0.0713373,1.00639,0.592135
solar_para,1182.9,0.156526,0.0713373,1.00639,0.453413
solar_para,1182.9,0.156526,0.0713373,1.00639,0.284072
solar_para,1182.9,0.156526,0.0713373,1.00639,0.0956515
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.0990079
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.28664
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.454459
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.591027
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.687038
solar_para,1182.9,0.156526,0.0713373,1.00639,-0.735949
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.729657
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.677563
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.578701
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.43981
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.270354
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.0818822
solar_para,1181.43,0.157181,0.0719777,1.00583,0.112762
solar_para,1181.43,0.157181,0.0719777,1.00583,0.300314
solar_para,1181.43,0.157181,0.0719777,1.00583,0.467992
solar_para,1181.43,0.157181,0.0719777,1.00583,0.60437
solar_para,1181.43,0.157181,0.0719777,1.00583,0.700153
solar_para,1181.43,0.157181,0.0719777,1.00583,0.748813
solar_para,1181.43,0.157181,0.0719777,1.00583,0.747036
solar_para,1181.43,0.157181,0.0719777,1.00583,0.694941
solar_para,1181.43,0.157181,0.0719777,1.00583,0.59608
solar_para,1181.43,0.157181,0.0719777,1.00583,0.457188
solar_para,1181.43,0.157181,0.0719777,1.00583,0.287733
solar_para,1181.43,0.157181,0.0719777,1.00583,0.0992606
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.0953837
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.282936
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.450614
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.586991
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.682774
solar_para,1181.43,0.157181,0.0719777,1.00583,-0.731435
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.724857
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.672522
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.573451
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.434396
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.264833
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.0763189
solar_para,1179.95,0.15785,0.0726376,1.00526,0.118301
solar_para,1179.95,0.15785,0.0726376,1.00526,0.305763
solar_para,1179.95,0.15785,0.0726376,1.00526,0.473292
solar_para,1179.95,0.15785,0.0726376,1.00526,0.609471
solar_para,1179.95,0.15785,0.0726376,1.00526,0.70502
solar_para,1179.95,0.15785,0.0726376,1.00526,0.753427
solar_para,1179.95,0.15785,0.0726376,1.00526,0.751394
solar_para,1179.95,0.15785,0.0726376,1.00526,0.699058
solar_para,1179.95,0.15785,0.0726376,1.00526,0.599987
solar_para,1179.95,0.15785,0.0726376,1.00526,0.460933
solar_para,1179.95,0.15785,0.0726376,1.00526,0.29137
solar_para,1179.95,0.15785,0.0726376,1.00526,0.102856
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.0917642
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.279226
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.446755
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.582934
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.678483
solar_para,1179.95,0.15785,0.0726376,1.00526,-0.72689
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.720027
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.667453
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.568176
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.428964
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.259303
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.0707549
solar_para,1178.45,0.158533,0.0733167,1.00469,0.123831
solar_para,1178.45,0.158533,0.0733167,1.00469,0.311194
solar_para,1178.45,0.158533,0.0733167,1.00469,0.478565
solar_para,1178.45,0.158533,0.0733167,1.00469,0.614538
solar_para,1178.45,0.158533,0.0733167,1.00469,0.709848
solar_para,1178.45,0.158533,0.0733167,1.00469,0.757998
solar_para,1178.45,0.158533,0.0733167,1.00469,0.755708
solar_para,1178.45,0.158533,0.0733167,1.00469,0.703134
solar_para,1178.45,0.158533,0.0733167,1.00469,0.603858
solar_para,1178.45,0.158533,0.0733167,1.00469,0.464646
solar_para,1178.45,0.158533,0.0733167,1.00469,0.294984
solar_para,1178.45,0.158533,0.0733167,1.00469,0.106436
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.0881495
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.275512
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.442883
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.578857
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.674167
solar_para,1178.45,0.158533,0.0733167,1.00469,-0.722317
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.715169
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.662358
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.562881
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.423518
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.253766
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.0651929
solar_para,1176.93,0.15923,0.0740149,1.00412,0.129349
solar_para,1176.93,0.15923,0.0740149,1.00412,0.316603
solar_para,1176.93,0.15923,0.0740149,1.00412,0.483808
solar_para,1176.93,0.15923,0.0740149,1.00412,0.61957
solar_para,1176.93,0.15923,0.0740149,1.00412,0.714635
solar_para,1176.93,0.15923,0.0740149,1.00412,0.762526
solar_para,1176.93,0.15923,0.0740149,1.00412,0.759979
solar_para,1176.93,0.15923,0.0740149,1.00412,0.707167
solar_para,1176.93,0.15923,0.0740149,1.00412,0.60769
solar_para,1176.93,0.15923,0.0740149,1.00412,0.468327
solar_para,1176.93,0.15923,0.0740149,1.00412,0.298575
solar_para,1176.93,0.15923,0.0740149,1.00412,0.110002
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.0845398
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.271794
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.438999
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.57476
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.669825
solar_para,1176.93,0.15923,0.0740149,1.00412,-0.717716
Continuing Simulation at 03/25/2017 for ANNUAL
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.710285
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.657239
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.557566
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.418058
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.248224
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.0596354
solar_para,1175.39,0.159939,0.0747318,1.00355,0.134854
solar_para,1175.39,0.159939,0.0747318,1.00355,0.32199
solar_para,1175.39,0.159939,0.0747318,1.00355,0.489021
solar_para,1175.39,0.159939,0.0747318,1.00355,0.624563
solar_para,1175.39,0.159939,0.0747318,1.00355,0.719379
solar_para,1175.39,0.159939,0.0747318,1.00355,0.767008
solar_para,1175.39,0.159939,0.0747318,1.00355,0.764204
solar_para,1175.39,0.159939,0.0747318,1.00355,0.711158
solar_para,1175.39,0.159939,0.0747318,1.00355,0.611485
solar_para,1175.39,0.159939,0.0747318,1.00355,0.471977
solar_para,1175.39,0.159939,0.0747318,1.00355,0.302142
solar_para,1175.39,0.159939,0.0747318,1.00355,0.113554
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.0809353
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.268072
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.435102
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.570644
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.665461
solar_para,1175.39,0.159939,0.0747318,1.00355,-0.713089
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.705377
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.652099
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.552234
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.412589
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.24268
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.0540851
solar_para,1173.84,0.16066,0.0754671,1.00298,0.140342
solar_para,1173.84,0.16066,0.0754671,1.00298,0.327352
solar_para,1173.84,0.16066,0.0754671,1.00298,0.4942
solar_para,1173.84,0.16066,0.0754671,1.00298,0.629517
solar_para,1173.84,0.16066,0.0754671,1.00298,0.724079
solar_para,1173.84,0.16066,0.0754671,1.00298,0.771444
solar_para,1173.84,0.16066,0.0754671,1.00298,0.768383
solar_para,1173.84,0.16066,0.0754671,1.00298,0.715105
solar_para,1173.84,0.16066,0.0754671,1.00298,0.61524
solar_para,1173.84,0.16066,0.0754671,1.00298,0.475595
solar_para,1173.84,0.16066,0.0754671,1.00298,0.305686
solar_para,1173.84,0.16066,0.0754671,1.00298,0.117091
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.0773361
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.264346
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.431194
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.566511
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.661073
solar_para,1173.84,0.16066,0.0754671,1.00298,-0.708438
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.700446
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.646939
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.546888
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.407112
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.237136
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.0485444
solar_para,1172.28,0.161393,0.0762202,1.00241,0.145811
solar_para,1172.28,0.161393,0.0762202,1.00241,0.332686
solar_para,1172.28,0.161393,0.0762202,1.00241,0.499344
solar_para,1172.28,0.161393,0.0762202,1.00241,0.634429
solar_para,1172.28,0.161393,0.0762202,1.00241,0.728734
solar_para,1172.28,0.161393,0.0762202,1.00241,0.775833
solar_para,1172.28,0.161393,0.0762202,1.00241,0.772515
solar_para,1172.28,0.161393,0.0762202,1.00241,0.719008
solar_para,1172.28,0.161393,0.0762202,1.00241,0.618957
solar_para,1172.28,0.161393,0.0762202,1.00241,0.479181
solar_para,1172.28,0.161393,0.0762202,1.00241,0.309205
solar_para,1172.28,0.161393,0.0762202,1.00241,0.120613
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.0737423
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.260617
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.427275
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.56236
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.656665
solar_para,1172.28,0.161393,0.0762202,1.00241,-0.703764
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.695495
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.641761
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.541529
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.40163
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.231596
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.0430158
solar_para,1170.7,0.162137,0.0769908,1.00183,0.151259
solar_para,1170.7,0.162137,0.0769908,1.00183,0.33799
solar_para,1170.7,0.162137,0.0769908,1.00183,0.504451
solar_para,1170.7,0.162137,0.0769908,1.00183,0.639298
solar_para,1170.7,0.162137,0.0769908,1.00183,0.733341
solar_para,1170.7,0.162137,0.0769908,1.00183,0.780172
solar_para,1170.7,0.162137,0.0769908,1.00183,0.7766
solar_para,1170.7,0.162137,0.0769908,1.00183,0.722866
solar_para,1170.7,0.162137,0.0769908,1.00183,0.622635
solar_para,1170.7,0.162137,0.0769908,1.00183,0.482735
solar_para,1170.7,0.162137,0.0769908,1.00183,0.312701
solar_para,1170.7,0.162137,0.0769908,1.00183,0.124121
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.0701543
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.256885
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.423346
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.558193
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.652236
solar_para,1170.7,0.162137,0.0769908,1.00183,-0.699067
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.690524
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.636568
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.536161
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.396145
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.226062
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.037502
solar_para,1169.12,0.162891,0.0777784,1.00126,0.156684
solar_para,1169.12,0.162891,0.0777784,1.00126,0.343262
solar_para,1169.12,0.162891,0.0777784,1.00126,0.509518
solar_para,1169.12,0.162891,0.0777784,1.00126,0.644122
solar_para,1169.12,0.162891,0.0777784,1.00126,0.737901
solar_para,1169.12,0.162891,0.0777784,1.00126,0.784463
solar_para,1169.12,0.162891,0.0777784,1.00126,0.780636
solar_para,1169.12,0.162891,0.0777784,1.00126,0.72668
solar_para,1169.12,0.162891,0.0777784,1.00126,0.626273
solar_para,1169.12,0.162891,0.0777784,1.00126,0.486256
solar_para,1169.12,0.162891,0.0777784,1.00126,0.316173
solar_para,1169.12,0.162891,0.0777784,1.00126,0.127614
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.0665721
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.253151
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.419407
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.554011
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.647789
solar_para,1169.12,0.162891,0.0777784,1.00126,-0.694351
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.685536
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.631362
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.530785
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.39066
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.220535
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.0320054
solar_para,1167.52,0.163655,0.0785824,1.00069,0.162082
solar_para,1167.52,0.163655,0.0785824,1.00069,0.3485
solar_para,1167.52,0.163655,0.0785824,1.00069,0.514544
solar_para,1167.52,0.163655,0.0785824,1.00069,0.6489
solar_para,1167.52,0.163655,0.0785824,1.00069,0.74241
solar_para,1167.52,0.163655,0.0785824,1.00069,0.788702
solar_para,1167.52,0.163655,0.0785824,1.00069,0.784622
solar_para,1167.52,0.163655,0.0785824,1.00069,0.730448
solar_para,1167.52,0.163655,0.0785824,1.00069,0.629871
solar_para,1167.52,0.163655,0.0785824,1.00069,0.489745
solar_para,1167.52,0.163655,0.0785824,1.00069,0.319621
solar_para,1167.52,0.163655,0.0785824,1.00069,0.131091
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.062996
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.249414
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.415458
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.549814
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.643324
solar_para,1167.52,0.163655,0.0785824,1.00069,-0.689616
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.680534
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.626145
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.525404
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.385177
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.21502
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.0265285
solar_para,1165.92,0.164427,0.0794022,1.00011,0.167451
solar_para,1165.92,0.164427,0.0794022,1.00011,0.353701
solar_para,1165.92,0.164427,0.0794022,1.00011,0.519527
solar_para,1165.92,0.164427,0.0794022,1.00011,0.653629
solar_para,1165.92,0.164427,0.0794022,1.00011,0.746868
solar_para,1165.92,0.164427,0.0794022,1.00011,0.79289
solar_para,1165.92,0.164427,0.0794022,1.00011,0.788559
solar_para,1165.92,0.164427,0.0794022,1.00011,0.73417
solar_para,1165.92,0.164427,0.0794022,1.00011,0.633429
solar_para,1165.92,0.164427,0.0794022,1.00011,0.493202
solar_para,1165.92,0.164427,0.0794022,1.00011,0.323045
solar_para,1165.92,0.164427,0.0794022,1.00011,0.134554
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.0594262
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.245675
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.411501
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.545603
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.638843
solar_para,1165.92,0.164427,0.0794022,1.00011,-0.684865
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.675518
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.620918
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.52002
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.379699
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.209517
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.0210738
solar_para,1164.3,0.165207,0.0802371,0.999538,0.17279
solar_para,1164.3,0.165207,0.0802371,0.999538,0.358863
solar_para,1164.3,0.165207,0.0802371,0.999538,0.524464
solar_para,1164.3,0.165207,0.0802371,0.999538,0.658308
solar_para,1164.3,0.165207,0.0802371,0.999538,0.751274
solar_para,1164.3,0.165207,0.0802371,0.999538,0.797026
solar_para,1164.3,0.165207,0.0802371,0.999538,0.792445
solar_para,1164.3,0.165207,0.0802371,0.999538,0.737846
solar_para,1164.3,0.165207,0.0802371,0.999538,0.636947
solar_para,1164.3,0.165207,0.0802371,0.999538,0.496626
solar_para,1164.3,0.165207,0.0802371,0.999538,0.326445
solar_para,1164.3,0.165207,0.0802371,0.999538,0.138001
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.0558628
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.241936
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.407537
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.541381
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.634346
solar_para,1164.3,0.165207,0.0802371,0.999538,-0.680098
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.670491
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.615685
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.514635
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.374228
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.204031
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.0156436
solar_para,1162.69,0.165995,0.0810865,0.998964,0.178096
solar_para,1162.69,0.165995,0.0810865,0.998964,0.363985
solar_para,1162.69,0.165995,0.0810865,0.998964,0.529355
solar_para,1162.69,0.165995,0.0810865,0.998964,0.662936
solar_para,1162.69,0.165995,0.0810865,0.998964,0.755626
solar_para,1162.69,0.165995,0.0810865,0.998964,0.801107
solar_para,1162.69,0.165995,0.0810865,0.998964,0.796281
solar_para,1162.69,0.165995,0.0810865,0.998964,0.741475
solar_para,1162.69,0.165995,0.0810865,0.998964,0.640425
solar_para,1162.69,0.165995,0.0810865,0.998964,0.500018
solar_para,1162.69,0.165995,0.0810865,0.998964,0.329821
solar_para,1162.69,0.165995,0.0810865,0.998964,0.141433
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.0523062
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.238195
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.403565
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.537147
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.629836
solar_para,1162.69,0.165995,0.0810865,0.998964,-0.675318
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.665455
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.610448
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.509253
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.368767
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.198563
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.0102405
solar_para,1161.07,0.166788,0.0819497,0.998391,0.183366
solar_para,1161.07,0.166788,0.0819497,0.998391,0.369064
solar_para,1161.07,0.166788,0.0819497,0.998391,0.534197
solar_para,1161.07,0.166788,0.0819497,0.998391,0.667512
solar_para,1161.07,0.166788,0.0819497,0.998391,0.759924
solar_para,1161.07,0.166788,0.0819497,0.998391,0.805135
solar_para,1161.07,0.166788,0.0819497,0.998391,0.800064
solar_para,1161.07,0.166788,0.0819497,0.998391,0.745057
solar_para,1161.07,0.166788,0.0819497,0.998391,0.643863
solar_para,1161.07,0.166788,0.0819497,0.998391,0.503376
solar_para,1161.07,0.166788,0.0819497,0.998391,0.333172
solar_para,1161.07,0.166788,0.0819497,0.998391,0.14485
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.0487566
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.234454
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.399587
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.532902
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.625314
solar_para,1161.07,0.166788,0.0819497,0.998391,-0.670525
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.660411
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.605208
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.503875
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.363317
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.193115
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.00486672
solar_para,1159.45,0.167588,0.0828259,0.997817,0.188599
solar_para,1159.45,0.167588,0.0828259,0.997817,0.374098
solar_para,1159.45,0.167588,0.0828259,0.997817,0.538988
solar_para,1159.45,0.167588,0.0828259,0.997817,0.672033
solar_para,1159.45,0.167588,0.0828259,0.997817,0.764166
solar_para,1159.45,0.167588,0.0828259,0.997817,0.809108
solar_para,1159.45,0.167588,0.0828259,0.997817,0.803796
solar_para,1159.45,0.167588,0.0828259,0.997817,0.748593
solar_para,1159.45,0.167588,0.0828259,0.997817,0.647259
solar_para,1159.45,0.167588,0.0828259,0.997817,0.506702
solar_para,1159.45,0.167588,0.0828259,0.997817,0.3365
solar_para,1159.45,0.167588,0.0828259,0.997817,0.148252
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.0452142
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.230713
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.395604
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.528648
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.620781
solar_para,1159.45,0.167588,0.0828259,0.997817,-0.665723
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.655362
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.599968
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.498503
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.357883
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.187691
solar_para,1157.82,0.168391,0.0837142,0.997245,0.000475275
solar_para,1157.82,0.168391,0.0837142,0.997245,0.193792
solar_para,1157.82,0.168391,0.0837142,0.997245,0.379086
solar_para,1157.82,0.168391,0.0837142,0.997245,0.543728
solar_para,1157.82,0.168391,0.0837142,0.997245,0.676499
solar_para,1157.82,0.168391,0.0837142,0.997245,0.768352
solar_para,1157.82,0.168391,0.0837142,0.997245,0.813025
solar_para,1157.82,0.168391,0.0837142,0.997245,0.807475
solar_para,1157.82,0.168391,0.0837142,0.997245,0.75208
solar_para,1157.82,0.168391,0.0837142,0.997245,0.650616
solar_para,1157.82,0.168391,0.0837142,0.997245,0.509996
solar_para,1157.82,0.168391,0.0837142,0.997245,0.339804
solar_para,1157.82,0.168391,0.0837142,0.997245,0.151637
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.0416794
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.226973
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.391615
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.524387
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.616239
solar_para,1157.82,0.168391,0.0837142,0.997245,-0.660912
solar_para,1156.2,0.169199,0.084614,0.996673,-0.650311
solar_para,1156.2,0.169199,0.084614,0.996673,-0.59473
solar_para,1156.2,0.169199,0.084614,0.996673,-0.493141
solar_para,1156.2,0.169199,0.084614,0.996673,-0.352466
solar_para,1156.2,0.169199,0.084614,0.996673,-0.182292
solar_para,1156.2,0.169199,0.084614,0.996673,0.00578319
solar_para,1156.2,0.169199,0.084614,0.996673,0.198943
solar_para,1156.2,0.169199,0.084614,0.996673,0.384024
solar_para,1156.2,0.169199,0.084614,0.996673,0.548414
solar_para,1156.2,0.169199,0.084614,0.996673,0.680909
solar_para,1156.2,0.169199,0.084614,0.996673,0.772479
solar_para,1156.2,0.169199,0.084614,0.996673,0.816886
solar_para,1156.2,0.169199,0.084614,0.996673,0.811101
solar_para,1156.2,0.169199,0.084614,0.996673,0.755521
solar_para,1156.2,0.169199,0.084614,0.996673,0.653932
solar_para,1156.2,0.169199,0.084614,0.996673,0.513257
solar_para,1156.2,0.169199,0.084614,0.996673,0.343083
solar_para,1156.2,0.169199,0.084614,0.996673,0.155008
solar_para,1156.2,0.169199,0.084614,0.996673,-0.0381523
solar_para,1156.2,0.169199,0.084614,0.996673,-0.223234
solar_para,1156.2,0.169199,0.084614,0.996673,-0.387623
solar_para,1156.2,0.169199,0.084614,0.996673,-0.520118
solar_para,1156.2,0.169199,0.084614,0.996673,-0.611688
solar_para,1156.2,0.169199,0.084614,0.996673,-0.656095
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.645258
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.589497
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.48779
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.347068
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.176921
solar_para,1154.58,0.170009,0.0855242,0.996102,0.0110547
solar_para,1154.58,0.170009,0.0855242,0.996102,0.20405
solar_para,1154.58,0.170009,0.0855242,0.996102,0.388913
solar_para,1154.58,0.170009,0.0855242,0.996102,0.553045
solar_para,1154.58,0.170009,0.0855242,0.996102,0.68526
solar_para,1154.58,0.170009,0.0855242,0.996102,0.776548
solar_para,1154.58,0.170009,0.0855242,0.996102,0.820689
solar_para,1154.58,0.170009,0.0855242,0.996102,0.814674
solar_para,1154.58,0.170009,0.0855242,0.996102,0.758913
solar_para,1154.58,0.170009,0.0855242,0.996102,0.657207
solar_para,1154.58,0.170009,0.0855242,0.996102,0.516485
solar_para,1154.58,0.170009,0.0855242,0.996102,0.346338
solar_para,1154.58,0.170009,0.0855242,0.996102,0.158362
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.0346334
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.219496
solar_para,1154.58,0.170009,0.0855242,0.996102,-0.383628
