A,B,C,AVSC,cos-zenith
1229.26,0.141424,0.0572402,1.03166,0.335127
1229.26,0.141424,0.0572402,1.03166,0.446687
1229.26,0.141424,0.0572402,1.03166,0.513383
1229.26,0.141424,0.0572402,1.03166,0.53067
1229.26,0.141424,0.0572402,1.03166,0.497371
1229.26,0.141424,0.0572402,1.03166,0.415755
1229.26,0.141424,0.0572402,1.03166,0.291382
1229.26,0.141424,0.0572402,1.03166,0.13273
1229.26,0.141424,0.0572402,1.03166,-0.0493894
1229.26,0.141424,0.0572402,1.03166,-0.242566
1229.26,0.141424,0.0572402,1.03166,-0.433634
1229.26,0.141424,0.0572402,1.03166,-0.609574
1229.26,0.141424,0.0572402,1.03166,-0.758395
1229.26,0.141424,0.0572402,1.03166,-0.869954
1229.26,0.141424,0.0572402,1.03166,-0.936651
1228.97,0.141458,0.0573104,1.03147,-0.952847
1228.97,0.141458,0.0573104,1.03147,-0.919747
1228.97,0.141458,0.0573104,1.03147,-0.838243
1228.97,0.141458,0.0573104,1.03147,-0.713889
1228.97,0.141458,0.0573104,1.03147,-0.555161
1228.97,0.141458,0.0573104,1.03147,-0.372874
1228.97,0.141458,0.0573104,1.03147,-0.179452
1228.97,0.141458,0.0573104,1.03147,0.0119234
1228.97,0.141458,0.0573104,1.03147,0.188211
1228.97,0.141458,0.0573104,1.03147,0.337398
1228.97,0.141458,0.0573104,1.03147,0.449316
1228.97,0.141458,0.0573104,1.03147,0.516338
1228.97,0.141458,0.0573104,1.03147,0.533897
1228.97,0.141458,0.0573104,1.03147,0.500797
1228.97,0.141458,0.0573104,1.03147,0.419293
1228.97,0.141458,0.0573104,1.03147,0.29494
1228.97,0.141458,0.0573104,1.03147,0.136211
1228.97,0.141458,0.0573104,1.03147,-0.0460753
1228.97,0.141458,0.0573104,1.03147,-0.239497
1228.97,0.141458,0.0573104,1.03147,-0.430873
1228.97,0.141458,0.0573104,1.03147,-0.607161
1228.97,0.141458,0.0573104,1.03147,-0.756347
1228.97,0.141458,0.0573104,1.03147,-0.868265
1228.97,0.141458,0.0573104,1.03147,-0.935287
1228.68,0.141493,0.0573833,1.03127,-0.951706
1228.68,0.141493,0.0573833,1.03127,-0.918795
1228.68,0.141493,0.0573833,1.03127,-0.837393
1228.68,0.141493,0.0573833,1.03127,-0.713048
1228.68,0.141493,0.0573833,1.03127,-0.554233
1228.68,0.141493,0.0573833,1.03127,-0.371772
1228.68,0.141493,0.0573833,1.03127,-0.1781
1228.68,0.141493,0.0573833,1.03127,0.0135863
1228.68,0.141493,0.0573833,1.03127,0.190223
1228.68,0.141493,0.0573833,1.03127,0.339772
1228.68,0.141493,0.0573833,1.03127,0.452043
1228.68,0.141493,0.0573833,1.03127,0.519384
1228.68,0.141493,0.0573833,1.03127,0.537206
1228.68,0.141493,0.0573833,1.03127,0.504294
1228.68,0.141493,0.0573833,1.03127,0.422892
1228.68,0.141493,0.0573833,1.03127,0.298547
1228.68,0.141493,0.0573833,1.03127,0.139733
1228.68,0.141493,0.0573833,1.03127,-0.0427279
1228.68,0.141493,0.0573833,1.03127,-0.236401
